0.061; Guy, what's wrong?
0.058; If you'll excuse me, this is my stop.
0.238; Friends, are you happy with your present home freezer?
0.238; Friends, are you happy with your present home freezer?
0.183; Oh, by the way, Miss Horne, what the devil is a feckle freezer?
0.259; He was still brooding as he and Mary got ready for bed.
0.061; Anything wrong?
0.119; I think I'll sit up and read for a while.
0.061; What's wrong?
0.074; Maybe you dreamed I had a dream.
0.074; Maybe...
0.12; And today is the 15th of June, and he won't be here to sign the quarterly statement, and I'm going nuts.
0.061; Something wrong, Mr. Burkard?
0.061; Wrong?
0.215; Today, the same thing happens.
0.061; There was something wrong.
0.079; Guy Burkhart went home that night feeling like a man in a nightmare.
0.125; Oh, before you sit down, will you go down in the cellar and put in a new fuse?
0.13; Come down here.
0.086; There's an excavation for a building about a block down.
0.186; A lot of your friends are missing.
0.083; The date.
0.268; You got it, friend.
0.217; And you and I are the only ones who know it.
0.067; My wife, Mary, doesn't remember a thing.
0.172; Yeah, I was down in the cellar under the boat I'm building.
0.183; I found a way to get in, too.
0.13; Oh, come on.
0.13; Well, you just come with me.
0.162; There's a room a little farther down.
0.312; Is it safe?
0.156; It's perfectly safe, unless one of them comes along.
0.13; Come on.
0.088; Now, just so I know I'm not completely insane, tell me what you see.
0.033; They're evaluating data from the screens.
0.13; Come on.
0.047; I don't know who they are or how they've done it, but somehow they've taken Tyler Town over.
0.164; However they do it, what happens is that they let us live through a single day.
0.101; I don't know, but somehow we've got to get out of this town and get to the FBI.
0.13; Come on.
0.141; We know you're in this room.
0.13; Come out peacefully.
0.13; If you don't come out peacefully, we'll have to get you.
0.077; When I give the word, jump in.
0.067; But he may be armed.
0.061; What's wrong?
0.187; You can't get away with this, Dorchin.
0.2; That is the last thing imprinted on your minds.
0.375; You and your friend Swanson, unfortunately...
0.13; Come on.
0.098; At their feet, the ledge dropped away into a chasm so deep they could not see the bottom.
0.06060606060606061
